,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
97,11,3,118,0021600457,,,2:30,1,5.0,0,0,2561,David West,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,19 - 14,-5,West Free Throw 1 of 2 (1 PTS),3:04 PM
98,12,3,120,0021600457,,,2:30,1,5.0,0,0,2561,David West,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,20 - 14,-6,West Free Throw 2 of 2 (2 PTS),3:04 PM
99,42,1,122,0021600457,James 1' Driving Layup (6 PTS),,2:19,1,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,20 - 16,-4,,3:04 PM
100,1,2,123,0021600457,,,2:07,1,5.0,0,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Curry 26' 3PT Jump Shot,3:05 PM
101,0,4,124,0021600457,CAVALIERS Rebound,,2:07,1,2.0,0,0,1610612739,,,,,,0,,,,,,0,,,,,,,,,3:05 PM
102,42,2,125,0021600457,MISS Shumpert 1' Driving Layup,,1:51,1,4.0,0,0,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:05 PM
103,0,4,126,0021600457,Shumpert REBOUND (Off:1 Def:0),,1:49,1,4.0,0,0,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:05 PM
104,1,2,127,0021600457,MISS Frye 25' 3PT Jump Shot,,1:47,1,4.0,0,0,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:05 PM
105,0,4,128,0021600457,Love REBOUND (Off:1 Def:2),,1:47,1,4.0,0,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:05 PM
106,72,1,129,0021600457,Love 2' Putback Layup (7 PTS),,1:45,1,4.0,0,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,20 - 18,-2,,3:05 PM
107,2,6,130,0021600457,James S.FOUL (P1.PN) (S.Corbin),,1:18,1,4.0,5,1,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,,3:06 PM
108,11,3,131,0021600457,,,1:18,1,5.0,0,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,21 - 18,-3,Curry Free Throw 1 of 2 (1 PTS),3:06 PM
109,12,3,133,0021600457,,,1:18,1,5.0,0,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,22 - 18,-4,Curry Free Throw 2 of 2 (2 PTS),3:06 PM
110,2,6,135,0021600457,,,1:09,1,5.0,4,1,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,2210,Richard Jefferson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Curry S.FOUL (P1.PN) (M.Callahan),3:07 PM
111,11,3,136,0021600457,Jefferson Free Throw 1 of 2 (1 PTS),,1:09,1,4.0,0,0,2210,Richard Jefferson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,22 - 19,-3,,3:07 PM
112,0,8,138,0021600457,,,1:09,1,5.0,5,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,SUB: Thompson FOR Curry,3:07 PM
113,0,8,139,0021600457,SUB: Irving FOR James,,1:09,1,4.0,4,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,,3:07 PM
114,12,3,140,0021600457,Jefferson Free Throw 2 of 2 (2 PTS),,1:09,1,4.0,0,0,2210,Richard Jefferson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,22 - 20,-2,,3:07 PM
115,98,1,142,0021600457,,,0:56,1,5.0,5,0,203546,Ian Clark,GSW,Golden State,1610612744.0,Warriors,2561,David West,GSW,Golden State,1610612744.0,Warriors,0,,,,,,24 - 20,-4,Clark 2' Cutting Layup Shot (2 PTS) (West 1 AST),3:08 PM
116,1,1,144,0021600457,Frye 24' 3PT Jump Shot (3 PTS) (Irving 2 AST),,0:43,1,4.0,4,0,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,24 - 23,-1,,3:08 PM
117,1,6,145,0021600457,Shumpert P.FOUL (P1.PN) (M.Callahan),,0:31,1,4.0,5,1,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,,3:08 PM
118,11,3,146,0021600457,,,0:31,1,5.0,0,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,25 - 23,-2,Thompson Free Throw 1 of 2 (3 PTS),3:09 PM
119,12,3,148,0021600457,,,0:31,1,5.0,0,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Thompson Free Throw 2 of 2,3:09 PM
120,0,4,150,0021600457,Frye REBOUND (Off:0 Def:1),,0:30,1,4.0,0,0,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:09 PM
121,2,6,151,0021600457,,,0:20,1,5.0,4,1,2561,David West,GSW,Golden State,1610612744.0,Warriors,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,West S.FOUL (P1.PN) (S.Corbin),3:10 PM
122,11,3,152,0021600457,Shumpert Free Throw 1 of 2 (1 PTS),,0:20,1,4.0,0,0,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,25 - 24,-1,,3:10 PM
123,0,8,154,0021600457,,,0:20,1,5.0,5,0,2738,Andre Iguodala,GSW,Golden State,1610612744.0,Warriors,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,SUB: Curry FOR Iguodala,3:10 PM
124,0,8,155,0021600457,SUB: Thompson FOR Love,,0:20,1,4.0,4,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,,3:10 PM
125,0,8,156,0021600457,SUB: Liggins FOR Frye,,0:20,1,4.0,4,0,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,202732,DeAndre Liggins,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,,3:10 PM
126,12,3,157,0021600457,Shumpert Free Throw 2 of 2 (2 PTS),,0:20,1,4.0,0,0,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,25 - 25,TIE,,3:10 PM
127,98,1,159,0021600457,,,0:00,1,5.0,5,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,2561,David West,GSW,Golden State,1610612744.0,Warriors,0,,,,,,27 - 25,-2,Thompson 2' Cutting Layup Shot (5 PTS) (West 2 AST),3:11 PM
128,0,13,160,0021600457,,,0:00,1,0.0,0,0,0,,,,,,0,,,,,,0,,,,,,27 - 25,-2,,3:11 PM
129,0,12,162,0021600457,,,12:00,2,0.0,0,0,0,,,,,,0,,,,,,0,,,,,,27 - 25,-2,,3:15 PM
130,1,6,163,0021600457,,,11:49,2,5.0,4,1,2738,Andre Iguodala,GSW,Golden State,1610612744.0,Warriors,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Iguodala P.FOUL (P1.T1) (S.Corbin),3:15 PM
131,1,2,164,0021600457,MISS James  3PT Jump Shot,,11:36,2,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:15 PM
132,0,4,165,0021600457,,,11:35,2,5.0,0,0,2733,Shaun Livingston,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Livingston REBOUND (Off:0 Def:1),3:15 PM
133,1,1,166,0021600457,,,11:21,2,5.0,5,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,2733,Shaun Livingston,GSW,Golden State,1610612744.0,Warriors,0,,,,,,30 - 25,-5,Thompson  3PT Jump Shot (8 PTS) (Livingston 1 AST),3:16 PM
134,1,2,167,0021600457,MISS Shumpert  3PT Jump Shot,,11:09,2,4.0,0,0,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:16 PM
135,0,4,168,0021600457,James REBOUND (Off:1 Def:1),,11:09,2,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:16 PM
136,1,2,169,0021600457,MISS Jefferson 25' 3PT Jump Shot,,10:58,2,4.0,0,0,2210,Richard Jefferson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:16 PM
137,0,4,170,0021600457,Shumpert REBOUND (Off:2 Def:0),,10:58,2,4.0,0,0,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:16 PM
138,108,1,171,0021600457,Frye  Cutting Dunk Shot (5 PTS) (Irving 3 AST),,10:51,2,4.0,4,0,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,30 - 27,-3,,3:16 PM
139,5,2,172,0021600457,,,10:34,2,5.0,0,0,2561,David West,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS West 3' Layup,3:16 PM
140,0,4,173,0021600457,,,10:33,2,5.0,0,0,2561,David West,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,West REBOUND (Off:1 Def:0),3:16 PM
141,1,1,174,0021600457,,,10:28,2,5.0,5,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,2561,David West,GSW,Golden State,1610612744.0,Warriors,0,,,,,,32 - 27,-5,Thompson 19' Jump Shot (10 PTS) (West 3 AST),3:17 PM
142,1,2,175,0021600457,MISS Irving 26' 3PT Jump Shot,,10:15,2,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:17 PM
143,0,4,176,0021600457,,,10:15,2,5.0,0,0,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Green REBOUND (Off:0 Def:1),3:17 PM
144,1,2,177,0021600457,,,10:05,2,5.0,0,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Thompson  3PT Jump Shot,3:17 PM
145,0,4,178,0021600457,Shumpert REBOUND (Off:2 Def:1),,10:05,2,4.0,0,0,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:17 PM
146,1,1,179,0021600457,Frye 24' 3PT Jump Shot (8 PTS) (James 1 AST),,9:49,2,4.0,4,0,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,32 - 30,-2,,3:17 PM
147,1,9,180,0021600457,,,9:42,2,3.0,0,0,1610612744,,,,,,0,,,,,,0,,,,,,,,Warriors Timeout: Regular (Reg.2 Short 1),3:17 PM
148,3,1,184,0021600457,,,9:35,2,5.0,5,0,2561,David West,GSW,Golden State,1610612744.0,Warriors,2738,Andre Iguodala,GSW,Golden State,1610612744.0,Warriors,0,,,,,,34 - 30,-4,West 6' Hook Shot (4 PTS) (Iguodala 1 AST),3:21 PM
149,2,6,185,0021600457,Shumpert S.FOUL (P2.T1) (M.Boland),,9:35,2,4.0,5,1,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,2561,David West,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,,3:21 PM
150,10,3,186,0021600457,,,9:35,2,5.0,0,0,2561,David West,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,35 - 30,-5,West Free Throw 1 of 1 (5 PTS),3:21 PM
151,108,1,188,0021600457,Frye  Cutting Dunk Shot (10 PTS) (James 2 AST),,9:17,2,4.0,4,0,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,35 - 32,-3,,3:21 PM
152,1,2,189,0021600457,,,8:59,2,5.0,0,0,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Green 26' 3PT Jump Shot,3:22 PM
153,0,4,190,0021600457,,,8:59,2,5.0,0,0,2738,Andre Iguodala,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Iguodala REBOUND (Off:1 Def:0),3:22 PM
154,98,1,191,0021600457,,,8:48,2,5.0,5,0,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,2738,Andre Iguodala,GSW,Golden State,1610612744.0,Warriors,0,,,,,,37 - 32,-5,Green 1' Cutting Layup Shot (2 PTS) (Iguodala 2 AST),3:22 PM
155,40,2,192,0021600457,MISS Jefferson 2' Layup,,8:36,2,4.0,0,5,2210,Richard Jefferson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,2733,Shaun Livingston,GSW,Golden State,1610612744.0,Warriors,,,Livingston BLOCK (1 BLK),3:22 PM
156,0,4,202,0021600457,,,8:36,2,5.0,0,0,2733,Shaun Livingston,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Livingston REBOUND (Off:0 Def:2),3:22 PM
157,1,2,193,0021600457,,,8:27,2,5.0,0,0,2733,Shaun Livingston,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Livingston 15' Jump Shot,3:22 PM
158,0,4,194,0021600457,James REBOUND (Off:1 Def:2),,8:25,2,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:22 PM
159,1,2,195,0021600457,MISS Shumpert 25' 3PT Jump Shot,,8:16,2,4.0,0,0,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:22 PM
160,0,4,196,0021600457,James REBOUND (Off:2 Def:2),,8:16,2,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:22 PM
161,5,2,197,0021600457,MISS James 1' Layup,,8:12,2,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:22 PM
162,0,4,198,0021600457,,,8:11,2,5.0,0,0,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Green REBOUND (Off:0 Def:2),3:22 PM
163,1,1,199,0021600457,,,8:04,2,5.0,5,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,2561,David West,GSW,Golden State,1610612744.0,Warriors,0,,,,,,40 - 32,-8,Thompson 25' 3PT Jump Shot (13 PTS) (West 4 AST),3:23 PM
164,1,9,200,0021600457,CAVALIERS Timeout: Regular (Full 2 Short 0),,8:04,2,2.0,0,0,1610612739,,,,,,0,,,,,,0,,,,,,,,,3:23 PM
165,82,1,205,0021600457,Irving 4' Driving Bank Shot (7 PTS),,7:51,2,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,40 - 34,-6,,3:26 PM
166,3,2,206,0021600457,,,7:26,2,5.0,0,0,2561,David West,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS West 2' Hook Shot,3:26 PM
167,0,4,207,0021600457,Jefferson REBOUND (Off:0 Def:1),,7:26,2,4.0,0,0,2210,Richard Jefferson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:26 PM
168,42,2,208,0021600457,MISS Irving 1' Driving Layup,,7:16,2,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:26 PM
169,0,4,210,0021600457,Irving REBOUND (Off:1 Def:1),,7:15,2,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:27 PM
170,97,1,209,0021600457,Irving 2' Tip Layup Shot (9 PTS),,7:15,2,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,40 - 36,-4,,3:27 PM
171,1,5,211,0021600457,Irving STEAL (2 STL),,6:59,2,5.0,4,0,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Green Bad Pass Turnover (P2.T6),3:27 PM
172,1,5,212,0021600457,Jefferson Bad Pass Turnover (P1.T4),,6:55,2,4.0,5,0,2210,Richard Jefferson,CLE,Cleveland,1610612739.0,Cavaliers,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,Thompson STEAL (1 STL),3:27 PM
173,2,6,213,0021600457,Jefferson S.FOUL (P1.T2) (S.Corbin),,6:51,2,4.0,5,1,2210,Richard Jefferson,CLE,Cleveland,1610612739.0,Cavaliers,2733,Shaun Livingston,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,,3:27 PM
174,11,3,214,0021600457,,,6:51,2,5.0,0,0,2733,Shaun Livingston,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,41 - 36,-5,Livingston Free Throw 1 of 2 (1 PTS),3:27 PM
175,0,8,216,0021600457,,,6:51,2,5.0,5,0,2561,David West,GSW,Golden State,1610612744.0,Warriors,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,SUB: Durant FOR West,3:27 PM
176,0,8,217,0021600457,,,6:51,2,5.0,5,0,2738,Andre Iguodala,GSW,Golden State,1610612744.0,Warriors,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,SUB: Curry FOR Iguodala,3:28 PM
177,0,8,218,0021600457,SUB: Thompson FOR Frye,,6:51,2,4.0,4,0,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,,3:28 PM
178,0,8,220,0021600457,SUB: Liggins FOR James,,6:51,2,4.0,4,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,202732,DeAndre Liggins,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,,3:28 PM
179,12,3,221,0021600457,,,6:51,2,5.0,0,0,2733,Shaun Livingston,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,42 - 36,-6,Livingston Free Throw 2 of 2 (2 PTS),3:28 PM
180,46,2,223,0021600457,MISS Jefferson 12' Running Jump Shot,,6:30,2,4.0,0,5,2210,Richard Jefferson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,,,Durant BLOCK (1 BLK),3:29 PM
181,0,4,224,0021600457,,,6:29,2,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Durant REBOUND (Off:0 Def:5),3:29 PM
182,5,1,225,0021600457,,,6:16,2,5.0,5,0,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,2733,Shaun Livingston,GSW,Golden State,1610612744.0,Warriors,0,,,,,,44 - 36,-8,Green 2' Layup (4 PTS) (Livingston 2 AST),3:29 PM
183,79,2,226,0021600457,MISS Irving 15' Pullup Jump Shot,,5:57,2,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:29 PM
184,0,4,228,0021600457,Thompson REBOUND (Off:2 Def:0),,5:54,2,4.0,0,0,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:29 PM
185,87,1,227,0021600457,Thompson  Putback Dunk (2 PTS),,5:54,2,4.0,0,0,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,44 - 38,-6,,3:29 PM
186,4,6,229,0021600457,,,5:43,2,5.0,4,1,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Curry OFF.Foul (P2) (S.Corbin),3:30 PM
187,5,5,230,0021600457,,,5:43,2,5.0,0,1,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Curry Foul Turnover (P2.T7),3:30 PM
188,79,2,231,0021600457,MISS Irving 17' Pullup Jump Shot,,5:27,2,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:30 PM
189,0,4,232,0021600457,,,5:25,2,5.0,0,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Curry REBOUND (Off:0 Def:1),3:30 PM
190,1,5,233,0021600457,Shumpert STEAL (1 STL),,5:15,2,5.0,4,0,2733,Shaun Livingston,GSW,Golden State,1610612744.0,Warriors,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Livingston Bad Pass Turnover (P1.T8),3:30 PM
191,1,5,234,0021600457,Shumpert Bad Pass Turnover (P1.T5),,5:10,2,4.0,5,0,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,Curry STEAL (1 STL),3:30 PM
